borough,neighborhood,id,race,estimate
Brooklyn,Carroll Gardens-Columbia Street-Red Hook                       ,BK33,OthNHE,37.0
Brooklyn,Sunset Park East                                               ,BK34,OthNHE,91.0
Brooklyn,Stuyvesant Heights                                             ,BK35,OthNHE,158.0
Brooklyn,Park Slope-Gowanus                                             ,BK37,OthNHE,321.0
Brooklyn,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum H                  ,BK38,OthNHE,69.0
Brooklyn,Windsor Terrace                                                ,BK40,OthNHE,75.0
Brooklyn,Kensington-Ocean Parkway                                       ,BK41,OthNHE,157.0
Brooklyn,Flatbush                                                       ,BK42,OthNHE,829.0
Brooklyn,Midwood                                                        ,BK43,OthNHE,84.0
Brooklyn,Madison                                                        ,BK44,OthNHE,51.0
Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basi                  ,BK45,OthNHE,122.0
Brooklyn,Ocean Parkway South                                            ,BK46,OthNHE,20.0
Brooklyn,Canarsie                                                       ,BK50,OthNHE,475.0
Brooklyn,Flatlands                                                      ,BK58,OthNHE,269.0
Brooklyn,Prospect Lefferts Gardens-Wingate                              ,BK60,OthNHE,271.0
Brooklyn,Crown Heights North                                            ,BK61,OthNHE,385.0
Brooklyn,Crown Heights South                                            ,BK63,OthNHE,152.0
Brooklyn,Prospect Heights                                               ,BK64,OthNHE,146.0
Brooklyn,Fort Greene                                                    ,BK68,OthNHE,203.0
Brooklyn,Clinton Hill                                                   ,BK69,OthNHE,148.0
Brooklyn,Williamsburg                                                   ,BK72,OthNHE,0.0
Brooklyn,North Side-South Side                                          ,BK73,OthNHE,271.0
Brooklyn,Bedford                                                        ,BK75,OthNHE,320.0
Brooklyn,Greenpoint                                                     ,BK76,OthNHE,87.0
Brooklyn,Bushwick North                                                 ,BK77,OthNHE,166.0
Brooklyn,Bushwick South                                                 ,BK78,OthNHE,198.0
Brooklyn,Ocean Hill                                                     ,BK79,OthNHE,73.0
Brooklyn,Brownsville                                                    ,BK81,OthNHE,231.0
Brooklyn,East New York                                                  ,BK82,OthNHE,568.0
Brooklyn,Cypress Hills-City Line                                        ,BK83,OthNHE,550.0
Brooklyn,East New York (Pennsylvania Ave)                               ,BK85,OthNHE,34.0
Brooklyn,Borough Park                                                   ,BK88,OthNHE,121.0
Brooklyn,East Williamsburg                                              ,BK90,OthNHE,118.0
Brooklyn,East Flatbush-Farragut                                         ,BK91,OthNHE,253.0
Brooklyn,Starrett City                                                  ,BK93,OthNHE,0.0
Brooklyn,Erasmus                                                        ,BK95,OthNHE,25.0
Brooklyn,Rugby-Remsen Village                                           ,BK96,OthNHE,203.0
Brooklyn,park-cemetery-etc-Brooklyn                                     ,BK99,OthNHE,
Bronx,Claremont-Bathgate                                             ,BX01,OthNHE,123.0
Bronx,Eastchester-Edenwald-Baychester                                ,BX03,OthNHE,77.0
Bronx,Bedford Park-Fordham North                                     ,BX05,OthNHE,296.0
Bronx,Belmont                                                        ,BX06,OthNHE,148.0
Bronx,Bronxdale                                                      ,BX07,OthNHE,127.0
Bronx,West Farms-Bronx River                                         ,BX08,OthNHE,478.0
Bronx,Soundview-Castle Hill-Clason Point-Harding Pa                  ,BX09,OthNHE,371.0
Bronx,Pelham Bay-Country Club-City Island                            ,BX10,OthNHE,169.0
Bronx,Co-Op City                                                     ,BX13,OthNHE,125.0
Bronx,East Concourse-Concourse Village                               ,BX14,OthNHE,307.0
Bronx,East Tremont                                                   ,BX17,OthNHE,157.0
Bronx,North Riverdale-Fieldston-Riverdale                            ,BX22,OthNHE,45.0
Bronx,Highbridge                                                     ,BX26,OthNHE,108.0
Bronx,Hunts Point                                                    ,BX27,OthNHE,50.0
Bronx,Van Cortlandt Village                                          ,BX28,OthNHE,209.0
Bronx,Spuyten Duyvil-Kingsbridge                                     ,BX29,OthNHE,229.0
Bronx,Kingsbridge Heights                                            ,BX30,OthNHE,99.0
Bronx,Allerton-Pelham Gardens                                        ,BX31,OthNHE,461.0
Bronx,Longwood                                                       ,BX33,OthNHE,85.0
Bronx,Melrose South-Mott Haven North                                 ,BX34,OthNHE,158.0
Bronx,Morrisania-Melrose                                             ,BX35,OthNHE,116.0
Bronx,University Heights-Morris Heights                              ,BX36,OthNHE,149.0
Bronx,Van Nest-Morris Park-Westchester Square                        ,BX37,OthNHE,72.0
Bronx,Mott Haven-Port Morris                                         ,BX39,OthNHE,108.0
Bronx,Fordham South                                                  ,BX40,OthNHE,23.0
Bronx,Mount Hope                                                     ,BX41,OthNHE,444.0
Bronx,Norwood                                                        ,BX43,OthNHE,495.0
Bronx,Williamsbridge-Olinville                                       ,BX44,OthNHE,507.0
Bronx,Parkchester                                                    ,BX46,OthNHE,120.0
Bronx,Pelham Parkway                                                 ,BX49,OthNHE,340.0
Bronx,Schuylerville-Throgs Neck-Edgewater Park                       ,BX52,OthNHE,539.0
Bronx,Soundview-Bruckner                                             ,BX55,OthNHE,575.0
Bronx,Westchester-Unionport                                          ,BX59,OthNHE,604.0
Bronx,Woodlawn-Wakefield                                             ,BX62,OthNHE,291.0
Bronx,West Concourse                                                 ,BX63,OthNHE,278.0
Bronx,Crotona Park East                                              ,BX75,OthNHE,252.0
Bronx,Rikers Island                                                  ,BX98,OthNHE,3.0
Bronx,park-cemetery-etc-Bronx                                        ,BX99,OthNHE,
Manhattan,Marble Hill-Inwood                                             ,MN01,OthNHE,165.0
Manhattan,Central Harlem North-Polo Grounds                              ,MN03,OthNHE,235.0
Manhattan,Hamilton Heights                                               ,MN04,OthNHE,55.0
Manhattan,Manhattanville                                                 ,MN06,OthNHE,183.0
Manhattan,Morningside Heights                                            ,MN09,OthNHE,396.0
Manhattan,Central Harlem South                                           ,MN11,OthNHE,389.0
Manhattan,Upper West Side                                                ,MN12,OthNHE,456.0
Manhattan,Hudson Yards-Chelsea-Flat Iron-Union Square                    ,MN13,OthNHE,243.0
Manhattan,Lincoln Square                                                 ,MN14,OthNHE,113.0
Manhattan,Clinton                                                        ,MN15,OthNHE,263.0
Manhattan,Midtown-Midtown South                                          ,MN17,OthNHE,188.0
Manhattan,Turtle Bay-East Midtown                                        ,MN19,OthNHE,101.0
Manhattan,Murray Hill-Kips Bay                                           ,MN20,OthNHE,242.0
Manhattan,Gramercy                                                       ,MN21,OthNHE,184.0
Manhattan,East Village                                                   ,MN22,OthNHE,28.0
Manhattan,West Village                                                   ,MN23,OthNHE,281.0
Manhattan,SoHo-TriBeCa-Civic Center-Little Italy                         ,MN24,OthNHE,280.0
Manhattan,Battery Park City-Lower Manhattan                              ,MN25,OthNHE,77.0
Manhattan,Chinatown                                                      ,MN27,OthNHE,461.0
Manhattan,Lower East Side                                                ,MN28,OthNHE,731.0
Manhattan,Lenox Hill-Roosevelt Island                                    ,MN31,OthNHE,126.0
Manhattan,Yorkville                                                      ,MN32,OthNHE,220.0
Manhattan,East Harlem South                                              ,MN33,OthNHE,650.0
Manhattan,East Harlem North                                              ,MN34,OthNHE,404.0
Manhattan,Washington Heights North                                       ,MN35,OthNHE,216.0
Manhattan,Washington Heights South                                       ,MN36,OthNHE,549.0
Manhattan,Upper East Side-Carnegie Hill                                  ,MN40,OthNHE,115.0
Manhattan,Stuyvesant Town-Cooper Village                                 ,MN50,OthNHE,110.0
Manhattan,park-cemetery-etc-Manhattan                                    ,MN99,OthNHE,
Queens,South Jamaica                                                  ,QN01,OthNHE,2013.0
Queens,Springfield Gardens North                                      ,QN02,OthNHE,51.0
Queens,Springfield Gardens South-Brookville                           ,QN03,OthNHE,160.0
Queens,Rosedale                                                       ,QN05,OthNHE,16.0
Queens,Jamaica Estates-Holliswood                                     ,QN06,OthNHE,281.0
Queens,Hollis                                                         ,QN07,OthNHE,693.0
Queens,St. Albans                                                     ,QN08,OthNHE,553.0
Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad                  ,QN10,OthNHE,13.0
Queens,Hammels-Arverne-Edgemere                                       ,QN12,OthNHE,273.0
Queens,Far Rockaway-Bayswater                                         ,QN15,OthNHE,302.0
Queens,Forest Hills                                                   ,QN17,OthNHE,306.0
Queens,Rego Park                                                      ,QN18,OthNHE,184.0
Queens,Glendale                                                       ,QN19,OthNHE,0.0
Queens,Ridgewood                                                      ,QN20,OthNHE,131.0
Queens,Middle Village                                                 ,QN21,OthNHE,0.0
Queens,Flushing                                                       ,QN22,OthNHE,437.0
Queens,College Point                                                  ,QN23,OthNHE,61.0
Queens,Corona                                                         ,QN25,OthNHE,132.0
Queens,North Corona                                                   ,QN26,OthNHE,104.0
Queens,East Elmhurst                                                  ,QN27,OthNHE,165.0
Queens,Jackson Heights                                                ,QN28,OthNHE,807.0
Queens,Elmhurst                                                       ,QN29,OthNHE,281.0
Queens,Maspeth                                                        ,QN30,OthNHE,8.0
Queens,Hunters Point-Sunnyside-West Maspeth                           ,QN31,OthNHE,218.0
Queens,Cambria Heights                                                ,QN33,OthNHE,13.0
Queens,Queens Village                                                 ,QN34,OthNHE,1724.0
Queens,Briarwood-Jamaica Hills                                        ,QN35,OthNHE,856.0
Queens,Kew Gardens Hills                                              ,QN37,OthNHE,175.0
Queens,Pomonok-Flushing Heights-Hillcrest                             ,QN38,OthNHE,186.0
Queens,Fresh Meadows-Utopia                                           ,QN41,OthNHE,35.0
Queens,Oakland Gardens                                                ,QN42,OthNHE,155.0
Queens,Bellerose                                                      ,QN43,OthNHE,528.0
Queens,Glen Oaks-Floral Park-New Hyde Park                            ,QN44,OthNHE,186.0
Queens,Douglas Manor-Douglaston-Little Neck                           ,QN45,OthNHE,60.0
Queens,Bayside-Bayside Hills                                          ,QN46,OthNHE,237.0
Queens,Ft. Totten-Bay Terrace-Clearview                               ,QN47,OthNHE,54.0
Queens,Auburndale                                                     ,QN48,OthNHE,90.0
Queens,Whitestone                                                     ,QN49,OthNHE,45.0
Queens,Elmhurst-Maspeth                                               ,QN50,OthNHE,47.0
Queens,Murray Hill                                                    ,QN51,OthNHE,149.0
Queens,East Flushing                                                  ,QN52,OthNHE,221.0
Queens,Woodhaven                                                      ,QN53,OthNHE,611.0
Queens,Richmond Hill                                                  ,QN54,OthNHE,7092.0
Queens,South Ozone Park                                               ,QN55,OthNHE,14999.0
Queens,Ozone Park                                                     ,QN56,OthNHE,279.0
Queens,Lindenwood-Howard Beach                                        ,QN57,OthNHE,111.0
Queens,Kew Gardens                                                    ,QN60,OthNHE,98.0
Queens,Jamaica                                                        ,QN61,OthNHE,2439.0
Queens,Queensboro Hill                                                ,QN62,OthNHE,58.0
Queens,Woodside                                                       ,QN63,OthNHE,139.0
Queens,Laurelton                                                      ,QN66,OthNHE,166.0
Queens,Queensbridge-Ravenswood-Long Island City                       ,QN68,OthNHE,128.0
Queens,Astoria                                                        ,QN70,OthNHE,412.0
Queens,Old Astoria                                                    ,QN71,OthNHE,49.0
Queens,Steinway                                                       ,QN72,OthNHE,117.0
Queens,Baisley Park                                                   ,QN76,OthNHE,1775.0
Queens,Airport                                                        ,QN98,OthNHE,
Queens,park-cemetery-etc-Queens                                       ,QN99,OthNHE,
Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville                     ,SI01,OthNHE,0.0
Staten Island,New Springville-Bloomfield-Travis                              ,SI05,OthNHE,128.0
Staten Island,Westerleigh                                                    ,SI07,OthNHE,256.0
Staten Island,Grymes Hill-Clifton-Fox Hills                                  ,SI08,OthNHE,36.0
Staten Island,Charleston-Richmond Valley-Tottenville                         ,SI11,OthNHE,0.0
Staten Island,Mariner's Harbor-Arlington-Port Ivory-Granite                  ,SI12,OthNHE,81.0
Staten Island,Grasmere-Arrochar-Ft. Wadsworth                                ,SI14,OthNHE,0.0
Staten Island,West New Brighton-New Brighton-St. George                      ,SI22,OthNHE,112.0
Staten Island,Todt Hill-Emerson Hill-Heartland Village-Ligh                  ,SI24,OthNHE,51.0
Staten Island,Oakwood-Oakwood Beach                                          ,SI25,OthNHE,14.0
Staten Island,Port Richmond                                                  ,SI28,OthNHE,201.0
Staten Island,Rossville-Woodrow                                              ,SI32,OthNHE,0.0
Staten Island,New Brighton-Silver Lake                                       ,SI35,OthNHE,20.0
Staten Island,Old Town-Dongan Hills-South Beach                              ,SI36,OthNHE,15.0
Staten Island,Stapleton-Rosebank                                             ,SI37,OthNHE,46.0
Staten Island,New Dorp-Midland Beach                                         ,SI45,OthNHE,6.0
Staten Island,Arden Heights                                                  ,SI48,OthNHE,23.0
Staten Island,Great Kills                                                    ,SI54,OthNHE,0.0
Staten Island,park-cemetery-etc-Staten Island                                ,SI99,OthNHE,
